employee_id,department,department_position,employment_type,job_type,job_location,years_at_company,yearly_salary,termination_status
E00639,  MARKETING ,Analyst,  Part Time ,  Remote ,Chicaco,5,86935,Active
E01185,Finace,  Analyst ,Parttime,Hybrid ,Chicaco,1,91833,Inactiv
E00378,  It ,  ANALYST ,Fulltime,  Remote ,Chicaco,12,89612,ACTIVE
E02040,Enginerring,Analyst,  Part Time ,In Person,Chicago,6,85757,Active
E00183,MArketing,analyst,Full Time,  hybrid ,Chicaco,19,91716,Active
E01293,Engineering,Analyst,Full Time,  Remote ,Chicago,8,95735,  Active 
E02668,ENGINEERING,  Analyst ,Fulltime,Remote,Chicago,5,90862,Activ
E02928,  Marketing ,Analyst,part time,Remote,CHICAGO,2,85142,  Active 
E03477,Engineering,Analyst,  Part Time ,Remote,Chicago,5,88719,  Inactive 
E02930,MArketing,Analist,Full Time,  In Person ,Chicgo,17,85220,Active
E00335,  Sales ,Analyst,Full Time,  Remote ,chicago,10,87786,  Active 
E01875,Engineering,Analist,Full Time,In Persn,Chicgo,15,99202,  Active 
E02021,Slaes,Analyst,Fulltime,REMOTE,Chicgo,17,87847,ACTIVE
E01347,Sales,Analist,full time,Remote,CHICAGO,13,98457,Active
E02381,MArketing,Analyst,Full Time,Hybrid,Chicago,9,96882,  Active 
E01483,Finacne,  Analyst ,Full Time,  Remote ,Chicaco,13,94099,active
E02288,Finance,ANALYST,Full Time,  hybrid ,Chicago,18,88133,  active 
E02480,  Marketing ,analyst,Fll Time,In Persn,Chicaco,10,99407,  Active 
E00943,Saless,Anlyst,Full Time,In Persn,Chicago,20,96935,  Active 
E01100,marketing,Analyst,  Part Time ,hybrid,Chicgo,10,92934,Active
E03153,Marketing,Analist,Fll Time,Hybrid,Chicgo,11,94583,Inactve
E02137,  Sales ,Assistant,full time,  In Person ,Chicgo,1,74123,Inactive
E00599,  SALES ,Assistant,  part time ,Remote,Chicgo,15,66696,active
E01257,Finance,  Assistant ,Fulltime,In Persn,Chicago,11,69198,Inactive
E02007,  Marketing ,Assistant,Fulltime,in person,  chicago ,18,69141,  Active 
E01594,  Marketing ,Assistant,Part Time,  In Person ,Chicago,11,69566,Active
E03702,It,assistant,part time,IN PERSON,Chicaco,3,72275,  Active 
E02356,  Finance ,  Assistant ,  Full Time ,In Person,Chicgo,17,65369,INACTIVE
E00959,  Hr ,Assistant,Part Time,In Person,Chicago,4,70681,Active
E00189,Finance,Assistant,Part Time,  IN PERSON ,  chicago ,5,65909,  Active 
E03633,Finacne,  Assistant ,Full Time,Remot,chicago,5,66963,Actve
E01040,  Hr ,Assistant,  Full Time ,  IN PERSON ,Chicgo,12,70882,Active
E03716,It,Assistant,Parttime,  HYBRID ,Chicago,13,68950,active
E03512,  SALES ,  Assistant ,  Part Time ,Remot,  Chicago ,18,65264,  ACTIVE 
E03408,IT,Assistant,FULL TIME,  Remote ,Chicgo,19,73092,  Active 
E03783,I.T.,  Assistant ,  Full Time ,  In Person ,Chicaco,12,69389,Active
E01037,  Marketing ,Assistant,FULL TIME,  In Person ,  Chicago ,7,74551,Active
E02193,it,Assistant,  part time ,hybrid,Chicago,5,71571,ACTiVE
E00118,H.R.,Assistant,  Part Time ,Remtoe,Chicago,16,73162,  Active 
E00224,It,assistant,Part Time,  in person ,Chicaco,12,72767,  Inactive 
E01835,  Sales ,Assistant,Part Time,IN PERSON,Chicaco,18,73374,Active
E01977,IT,  assistant ,part time,  Remote ,Chicago,19,72164,  active 
E03636,  finance ,Assistant,  Part Time ,  In Person ,Chicago,5,71303,Active
E00977,MArketing,  Assistant ,full time,  remote ,  Chicago ,16,68704,Active
E00456,Enginerring,assistant,Fll Time,Hyrid,Chicago,3,71309,  Active 
E00584,SALES,  Assistant ,Full Time,In Person,Chicago,16,74586,Active
E01973,sales,assistant,Full Time,Remtoe,Chicago,5,68208,Active
E03232,Finacne,Assistant,  Part Time ,In Person,  Chicago ,7,71581,Active
E00997,Finacne,Assistant,  Part Time ,Remote,Chicago,20,65237,Active
E01836,  Marketing ,  Assistant ,Part Time,In Persn,Chicago,3,73735,Active
E03418,  It ,  assistant ,  Full Time ,Hybrid,  Chicago ,12,69947,Inactiv
E01665,hr,Assistant,Part Time,  Remote ,  Chicago ,15,69695,  Active 
E02430,Hr,Assistant,  Full Time ,In Person,Chicago,16,65446,Active
E03807,Finance,Assistant,Parttime,  Remote ,Chicago,18,71906,  active 
E01417,  Marketing ,Assistant,  Full Time ,Remot,CHICAGO,12,68546,Inactiv
E00263,Slaes,Assistant,Part Time,In Person,Chicago,15,71696,Active
E03831,  Hr ,Assistant,Part Time,Hybrid,  chicago ,13,70452,Active
E01195,  Hr ,  assistant ,  part time ,Hybrid,  Chicago ,5,67147,ACTIVE
E00124,marketing,  Assistant ,Full Time,Hybrid,Chicago,11,72350,  Active 
E03815,  Engineering ,Assistant,  Part Time ,  Hybrid ,Chicago,9,66234,  Active 
E01964,ENGINEERING,Assistant,Prt Time,Hyrid,Chicago,10,74137,Activ
E01962,  Marketing ,assistant,  Full Time ,Hyrid,Chicgo,15,66656,Active
E00204,IT,Assistant,Fll Time,Remot,Chicaco,19,66233,  Inactive 
E02519,  Finance ,assistant,part time,In Person,Chicago,6,71739,Active
E00447,Marketing,Assistant,Prt Time,  In Person ,Chicgo,4,71560,Active
E03648,  Marketing ,ASSISTANT,Prt Time,In Person,  Chicago ,15,72679,Active
E00899,Finance,Assistant,  Part Time ,IN PERSON,Chicago,17,70185,Active
E00857,Sales,  Assistant ,Prt Time,In Persn,Chicago,8,70319,Inactve
E03393,Markting,ASSISTANT,  Full Time ,  Hybrid ,  Chicago ,11,70415,Actve
E01079,Sales,  Assistant ,Fll Time,  In Person ,  CHICAGO ,20,69575,Active
E03261,Marketing,Assistant,Fll Time,In Person,  Chicago ,6,71642,Active
E01790,It,Assistant,Part Time,In Persn,Chicago,1,65387,ACTiVE
E02357,H.R.,Assistant,  Full Time ,Hyrid,Chicago,19,70092,  Active 
E02648,MARKETING,Assistant,Part Time,in person,Chicago,8,68440,Active
E02759,  Marketing ,ASSISTANT,  PART TIME ,Remote,  Chicago ,15,71981,Active
E02211,Saless,Assistant,Full Time,Hybrid ,chicago,15,70878,Active
E02904,hr,Assistant,Part Time,In Persn,Chicago,15,65518,INACTIVE
E01189,Marketing,  Assistant ,Full Time,In Person,Chicago,2,65760,  Active 
E00693,Marketing,  Assistant ,Prt Time,Hybrid,Chicago,18,70128,Active
E02645,  Sales ,Assistant,Full Time,In Person,  chicago ,9,71690,Active
E03996,Sales,Assistant,part time,Remtoe,  Chicago ,15,67946,Active
E01409,Hr,Assistant,Part Time,hybrid,Chicgo,8,68244,  Active 
E02741,  Marketing ,Assistant,  Full Time ,Remote,Chicago,19,68601,Active
E00704,  Engineering ,Assistant,FULL TIME,Hybrid,Chicaco,10,69764,  Active 
E03664,Enginerring,  Assistant ,Part Time,hybrid,CHICAGO,13,72001,ACTiVE
E02713,H.R.,Assistant,Full Time,hybrid,  Chicago ,17,69125,ACTiVE
E01235,  Sales ,Assistant,Fll Time,  REMOTE ,Chicago,14,72996,  Active 
E01691,Engineering,Assistant,Parttime,  Hybrid ,Chicago,20,69633,  Active 
E01692,It,  Assistant ,  Full Time ,In Person,Chicago,1,73110,Active
E00546,It,Assistant,  Full Time ,  remote ,  Chicago ,6,66188,ACTIVE
E02065,  Finance ,Assistant,Fulltime,Remote,Chicgo,17,68692,active
E01461,It,  Assistant ,part time,IN PERSON,Chicgo,5,66514,  Inactive 
E03981,  Engineering ,Assistant,  full time ,  In Person ,  Chicago ,15,74675,Actve
E00174,Marketing,  Assistant ,full time,remote,Chicago,9,65285,ACTIVE
E01854,FINANCE,  Assistant ,Part Time,HYBRID,Chicaco,19,71301,ACTIVE
E01651,finance,Assistant,Full Time,Remot,Chicago,15,67989,  ACTIVE 
E02100,Slaes,Assistant,Part Time,In Person,Chicgo,12,67586,Active
E01860,IT,Assistant,Part Time,  Remote ,chicago,18,65468,Active
E02374,HR,Assistant,Full Time,  hybrid ,Chicago,18,67396,Activ
E03000,Finacne,Assistant,PART TIME,  in person ,Chicago,11,68262,  active 
E02131,  Sales ,Assistant,full time,  REMOTE ,  Chicago ,4,71253,Active
E02377,  it ,Assistant,  Part Time ,Remot,Chicago,18,69921,Active
E02362,H.R.,  Assistant ,  FULL TIME ,In Persn,  Chicago ,8,67760,Active
E00636,Hr,Assistant,Fll Time,Hybrid ,CHICAGO,15,65489,  Active 
E00504,  It ,  Assistant ,  Part Time ,  In Person ,Chicago,12,70809,Inactive
E02092,  Hr ,Assistant,Full Time,In Person,chicago,18,73707,  Active 
E00408,Finance,  Assistant ,full time,REMOTE,Chicago,7,69929,Active
E02597,Sales,ASSISTANT,Part Time,Inperson,  Chicago ,3,72034,Active
E03282,  Marketing ,Assistant,Prt Time,Remtoe,  chicago ,2,70225,Activ
E01729,  hr ,Assistant,  Full Time ,  In Person ,Chicago,20,69125,Active
E00346,  It ,Assistant,Part Time,  In Person ,Chicgo,6,72946,Active
E02796,marketing,Assistant,PART TIME,  Remote ,  Chicago ,13,67567,active
E01653,Finance,Assistant,Full Time,Remote,Chicago,15,69541,  Active 
E02017,  Marketing ,Assistant,Prt Time,Remote,Chicago,15,71964,Active
E01054,  It ,Assistant,Part Time,Remote,  Chicago ,13,71332,  Inactive 
E03500,FINANCE,Assistant,  Part Time ,IN PERSON,Chicaco,16,72057,Active
E00926,  Hr ,assistant,FULL TIME,Remot,Chicago,15,70353,Active
E00097,  Finance ,  Assistant ,  full time ,remote,  Chicago ,11,69820,  Active 
E01397,  Finance ,ASSISTANT,  Part Time ,Hybrid,Chicaco,12,65227,Active
E02086,I.T.,Assistant,Part Time,Remote,  Chicago ,2,65387,Active
E03764,engineering,Assistant,Full Time,  In Person ,Chicaco,1,66143,Active
E01742,  It ,Assistant,Part Time,  Remote ,Chicago,5,69631,  Inactive 
E02082,  hr ,Assistant,part time,In Person,Chicago,14,68319,Inactive
E02873,finance,  Assistant ,PART TIME,in person,Chicago,1,69761,  ACTIVE 
E00342,  It ,  Assistant ,Full Time,REMOTE,  Chicago ,5,72020,active
E02366,  It ,Coordinator,Fulltime,Hybrid,Chicgo,10,84002,Active
E02118,  It ,Coordinator,Part Time,IN PERSON,Chicago,12,80557,Active
E03463,  SALES ,  Coordinator ,Fll Time,  In Person ,Chicgo,3,79923,active
E02317,Engineering,Coordinator,  Full Time ,In Persn,  chicago ,8,78367,Active
E01612,Hr,  Coordinator ,Parttime,Hybrid ,Chicaco,3,83751,  Active 
E01557,Marketing,COORDINATOR,  Full Time ,Inperson,Chicago,5,83471,  Active 
E03955,Finance,COORDINATOR,Fll Time,In Person,Chicago,12,78927,  Active 
E02217,Enginerring,  coordinator ,Part Time,Remote,Chicago,8,80286,  ACTIVE 
E01562,H.R.,Coordinator,Full Time,In Person,Chicago,15,78579,INACTIVE
E01589,  Engineering ,Coordinator,Part Time,in person,chicago,5,78554,  ACTIVE 
E00683,Hr,  Coordinator ,Parttime,Remot,chicago,2,79051,Active
E02730,Slaes,  COORDINATOR ,Fulltime,In Person,  Chicago ,10,76708,Actve
E00686,It,Coordinator,Prt Time,  Remote ,Chicago,9,82901,Inactive
E02752,Sales,Coordinator,  Full Time ,Inperson,  Chicago ,1,80998,ACTiVE
E02325,  sales ,Coordinator,Fll Time,  In Person ,Chicago,14,75350,  ACTIVE 
E01064,  Hr ,Coordinator,Fulltime,Remote,Chicago,15,77831,Active
E02332,Markting,  Coordinator ,Full Time,  Hybrid ,  chicago ,4,84305,active
E00087,  It ,Coordinator,  Full Time ,HYBRID,  Chicago ,13,77285,  inactive 
E03930,FINANCE,Coordinator,FULL TIME,Remote,Chicaco,5,84781,Active
E03922,ENGINEERING,Coordinator,  Full Time ,In Persn,CHICAGO,12,77836,  Active 
E00122,Saless,coordinator,full time,  remote ,Chicago,13,75546,  Active 
E03970,  sales ,Coordinator,part time,In Persn,Chicago,5,83541,  Inactive 
E00129,marketing,Coordinator,  Full Time ,  Remote ,Chicaco,13,79516,  Inactive 
E03905,HR,  Coordinator ,PART TIME,  HYBRID ,  Chicago ,2,84159,Activ
E02068,  FINANCE ,coordinator,Part Time,Hyrid,  Chicago ,5,77772,Actve
E01282,Marketing,  Coordinator ,Parttime,  Remote ,chicago,3,76396,ACTiVE
E02359,engineering,  Coordinator ,  Part Time ,  Hybrid ,chicago,5,84368,Actve
E00152,Marketing,  Coordinator ,  Full Time ,  In Person ,Chicago,16,81830,Active
E03894,MArketing,Coordinator,  Part Time ,Hybrid,  CHICAGO ,10,80967,Active
E02055,Hr,  Coordinator ,PART TIME,  Hybrid ,  Chicago ,5,77595,active
E00176,  SALES ,Coordinator,  Full Time ,Hybrid,Chicago,12,75101,Inactive
E00182,Finacne,Coordinator,Part Time,REMOTE,Chicago,15,82509,INACTiVE
E00187,Engineering,Coordinator,  PART TIME ,In Persn,  Chicago ,10,83752,Activ
E03878,ENGINEERING,Coordinator,Fll Time,  In Person ,chicago,1,81312,INACTiVE
E00195,Enginering,  Coordinator ,Fll Time,Remtoe,Chicago,13,81153,ACTIVE
E03204,It,COORDINATOR,PART TIME,In Person,Chicago,14,81600,Inactiv
E02413,  Hr ,Coordinator,Part Time,  in person ,  CHICAGO ,7,76190,Activ
E02235,HR,Coordinator,Fulltime,  Remote ,Chicago,19,78579,Active
E00233,  Engineering ,Coordinator,Full Time,Remote,Chicgo,18,80164,Active
E01969,Marketing,  Coordinator ,full time,  In Person ,CHICAGO,1,77497,Active
E01968,Enginering,  Coordinator ,  Full Time ,Remote,Chicago,7,77035,ACTIVE
E00051,Sales,Coordinator,Full Time,In Person,chicago,5,76383,  Active 
E01950,  Marketing ,Coordinator,  Full Time ,Hyrid,Chicaco,11,77843,  Active 
E03818,I.T.,  Coordinator ,Part Time,  IN PERSON ,  Chicago ,12,75746,ACTiVE
E01948,  It ,Coordinator,  FULL TIME ,  In Person ,  Chicago ,13,78820,ACTIVE
E00982,  Marketing ,Coordinator,part time,Hybrid,Chicago,10,82301,ACTIVE
E03806,Enginerring,Coordinator,  Full Time ,  In Person ,Chicaco,9,81657,Active
E00978,I.T.,  Coordinator ,Part Time,In Persn,chicago,6,76210,Active
E01938,It,COORDINATOR,  Part Time ,In Person,  Chicago ,3,84657,Inactiv
E02448,Engineering,Coordinator,full time,  hybrid ,Chicago,16,79037,ACTIVE
E00278,Finance,Coordinator,Fll Time,  HYBRID ,Chicago,16,78459,Inactve
E00960,HR,Coordinator,  Full Time ,Remote,Chicago,18,76346,  Active 
E02469,  It ,  Coordinator ,Full Time,  In Person ,  Chicago ,9,82782,  Active 
E04000,Engineering,Coordinator,full time,Remote,  Chicago ,9,82559,Activ
E02931,H.R.,  COORDINATOR ,Part Time,Remote,Chicaco,19,79240,Activ
E02485,  Sales ,  Coordinator ,Parttime,Hybrid,Chicago,7,75677,  ACTIVE 
E01874,marketing,Coordinator,FULL TIME,  Remote ,  Chicago ,17,78121,active
E03279,  engineering ,Coordinator,Full Time,  Hybrid ,Chicaco,13,77614,Inactve
E02164,It,Coordinator,  Part Time ,In Person,  Chicago ,13,81394,  Inactive 
E02502,Finance,Coordinator,FULL TIME,Inperson,Chicgo,20,75491,  Active 
E03966,Enginerring,coordinator,Fll Time,Hybrid,Chicago,5,78999,  ACTIVE 
E01376,Enginering,  Coordinator ,Full Time,Hybrid,Chicgo,17,75389,Actve
E01846,  It ,coordinator,FULL TIME,  Hybrid ,Chicgo,6,78032,Inactiv
E01838,Hr,coordinator,Full Time,Hybrid ,  Chicago ,11,82091,  INACTIVE 
E02202,Finance,Coordinator,Fulltime,IN PERSON,  chicago ,7,78355,  Active 
E03066,It,Coordinator,Fll Time,Remtoe,Chicgo,6,81858,Active
E01393,  Engineering ,Coordinator,Prt Time,  HYBRID ,Chicaco,1,79627,  Active 
E03129,It,Coordinator,  Full Time ,Remote,  Chicago ,17,83395,Active
E03166,Finance,Coordinator,  Full Time ,Hyrid,  Chicago ,10,84768,Active
E03673,IT,Coordinator,Fll Time,  Remote ,Chicago,8,75859,Active
E01801,H.R.,Coordinator,Part Time,remote,chicago,6,84288,ACTIVE
E01408,HR,Coordinator,Fulltime,  In Person ,Chicago,15,76796,Active
E01792,  Engineering ,  Coordinator ,Full Time,Hybrid ,Chicaco,15,82037,active
E03047,Engineering,Coordinator,Full Time,  IN PERSON ,CHICAGO,11,79445,Active
E00864,SALES,  Coordinator ,Full Time,In Person,Chicago,12,78316,ACTIVE
E03127,MARKETING,  Coordinator ,Full Time,HYBRID,  CHICAGO ,2,83946,Active
E00435,  Engineering ,  Coordinator ,Full Time,Remote,Chicago,10,80771,Inactive
E02252,  Finance ,  Coordinator ,Part Time,In Person,Chicago,7,77301,  Active 
E01774,HR,Coordinator,Fulltime,Remote,  Chicago ,19,83275,ACTiVE
E01140,Marketing,Coordinator,Prt Time,In Person,Chicgo,5,84042,ACTiVE
E01766,Hr,Coordinator,  Part Time ,REMOTE,  chicago ,8,79945,Active
E00851,It,Coordinator,Full Time,Inperson,Chicago,10,84717,  active 
E03629,  It ,coordinator,Parttime,In Person,Chicago,11,77654,Active
E02573,Sales,  COORDINATOR ,FULL TIME,  Hybrid ,  Chicago ,4,80352,Activ
E00835,Saless,COORDINATOR,Fulltime,  Hybrid ,  Chicago ,13,81355,active
E03599,Slaes,Coordinator,Fulltime,remote,Chicago,16,78878,Active
E03339,Enginering,  Coordinator ,Fulltime,In Person,  Chicago ,14,81314,  Active 
E01455,Marketing,COORDINATOR,Parttime,REMOTE,Chicago,5,80145,Active
E00522,Marketing,Coordinator,Parttime,remote,Chicago,8,84395,Active
E01175,It,Coordinator,Part Time,remote,Chicago,19,80489,active
E03551,  engineering ,coordinator,  Part Time ,REMOTE,Chicgo,10,75055,Actve
E00563,Slaes,Coordinator,  Full Time ,In Person,  Chicago ,12,77529,  Active 
E02837,Marketing,COORDINATOR,full time,Hybrid,Chicgo,4,76378,  Active 
E00573,  Hr ,coordinator,  Full Time ,Hybrid,Chicago,10,81662,  Inactive 
E03146,Finance,coordinator,Fulltime,Inperson,  Chicago ,13,82491,Activ
E01662,Hr,  Coordinator ,part time,In Persn,Chicgo,17,82386,Inactive
E03510,  Marketing ,  Coordinator ,Parttime,  Remote ,Chicago,6,82193,  Inactive 
E01645,HR,Coordinator,  part time ,  Remote ,CHICAGO,16,82516,active
E02809,Hr,Coordinator,FULL TIME,  Hybrid ,Chicago,18,75847,active
E01071,Engineering,Coordinator,Fulltime,Hyrid,Chicago,2,79412,Inactive
E03376,Marketing,  Coordinator ,full time,  In Person ,  Chicago ,13,83412,Active
E00758,Finance,Coordinator,part time,  In Person ,Chicago,20,82080,Active
E03109,Marketing,Coordinator,Parttime,Inperson,Chicago,6,79143,Active
E02704,Engineering,Coordinator,Parttime,  REMOTE ,Chicaco,9,75196,  Active 
E00211,Finance,Directer,Part Time,  in person ,Chicgo,11,158155,Inactive
E03856,It,Driector,Full Time,Remote,Chicago,14,157749,Active
E02398,hr,  Director ,Prt Time,Hybrid,  Chicago ,9,150237,Activ
E00944,MARKETING,  Director ,  Part Time ,Hybrid,Chicago,16,142519,active
E03864,  Finance ,  Director ,Full Time,  Hybrid ,Chicago,18,157653,Active
E03256,  Marketing ,DIRECTOR,Part Time,  Hybrid ,  Chicago ,1,157793,Active
E01023,Saless,Directer,FULL TIME,  Remote ,  Chicago ,7,145204,Inactiv
E03871,  Engineering ,  Director ,Part Time,Remote,Chicgo,9,140067,Inactive
E02026,Sales,Driector,Fll Time,In Person,CHICAGO,13,152809,Active
E03270,  Sales ,Director,  Full Time ,  Hybrid ,  Chicago ,1,151183,Active
E01872,It,Director,Part Time,  Hybrid ,Chicgo,20,153432,Actve
E01565,  Finance ,  Director ,  Full Time ,Remote,Chicgo,20,144640,  ACTIVE 
E00916,Engineering,Director,Full Time,  In Person ,  Chicago ,3,158645,  Inactive 
E02198,Finance,Director,Fulltime,  remote ,chicago,13,145744,Active
E02707,Hr,Driector,Part Time,  In Person ,chicago,12,155868,Inactiv
E00355,It,Director,Fll Time,Remote,Chicgo,20,144996,  Active 
E01292,  Hr ,Director,Fll Time,Remtoe,Chicaco,6,143764,inactive
E02512,It,  Director ,Part Time,  REMOTE ,Chicago,18,156687,  Active 
E03735,  Sales ,Director,  part time ,Hyrid,Chicago,16,152515,ACTiVE
E02517,  Sales ,  Director ,  Part Time ,Hybrid,  Chicago ,3,143225,Actve
E02049,  Hr ,Driector,Part Time,Hybrid,  Chicago ,2,142649,  Inactive 
E03089,hr,director,Fulltime,Inperson,Chicago,15,152762,Active
E02767,IT,Director,Parttime,HYBRID,Chicgo,20,144038,Active
E02533,  Sales ,Directer,  Full Time ,IN PERSON,Chicago,1,158962,Active
E03698,  marketing ,director,Full Time,Remtoe,  Chicago ,11,144275,inactive
E00398,It,  director ,  Full Time ,In Person,Chicago,9,142137,Inactive
E03077,I.T.,Director,Part Time,  Remote ,  chicago ,18,158134,  Active 
